,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
653,VILJE,Status,"The recoverable volume estimates are significantly higher than in the original PDO, but the field is on decline with a high water cut. There is currently only one oil producer with continuous production on Vilje.",3392471,20.02.2026,17.07.2026
654,VILJE,Transport,"The well stream is routed by pipeline to the Alvheim FPSO, where the oil is offloaded to shuttle tankers. The gas is transported by pipeline from Alvheim to the Scottish Area Gas Evacuation (SAGE) pipeline in the UK sector.",3392471,20.02.2026,17.07.2026
655,VISUND,Recovery strategy,"The field is mainly produced by pressure depletion, and partly with pressure support from water injection. Gas has earlier also been injected in some segments, but increased gas export since 2015 has reduced gas available for injection. Gas injection was terminated in 2021.",43745,20.02.2026,17.07.2026
656,VISUND,Transport,"The oil is transported by pipeline to the Gullfaks A facility for storage and export via tankers. Gas is exported through the Kvitebjørn Gas Pipeline and on to the Kollsnes terminal, where the NGL is separated, and the dry gas is further exported to the market.",43745,20.02.2026,17.07.2026
657,VISUND,Development,"Visund is a field in the northern part of the North Sea, northeast of the Gullfaks field. The water depth is 335 metres. Visund was discovered in 1986, and the plan for development and operation (PDO) was approved in 1996. The field is developed with a semi-submersible, integrated accommodation, drilling and processing facility (Visund A) and a subsea facility in the northern part of the field. The production started in 1999. A PDO for the gas phase was approved in 2002 and gas export started in 2005. A PDO exemption was granted in 2013 for the deposits Rhea and Titan east on Visund. The subsea facility north on Visund was replaced in 2013 due to problems with the original template. In 2017, a PDO exemption was granted for another subsea template north on Visund.",43745,20.02.2026,17.07.2026
658,VISUND,Reservoir,"Visund produces oil and gas from sandstone of Late Triassic and Early Jurassic age in the Lunde Formation and Statfjord Group, and of Middle Jurassic age in the Brent Group. The reservoirs are in several tilted fault blocks with varying pressure and liquid systems. The reservoirs are at depths of 2900-3000 metres. The reservoir quality is generally good in the main reservoirs.",43745,20.02.2026,17.07.2026
659,VISUND,Status,"The strategy for the Visund field is to maintain reservoir pressure within drilling limits and optimise oil recovery, while increasing gas exports. New production wells are being drilled continuously, some with exploration targets.",43745,20.02.2026,17.07.2026
660,VISUND SØR,Status,The production started up again in September 2023 after a temporary shut-in due to low reservoir pressure and high water production. One new well was drilled in 2023 and is producing from the Statfjord reservoir. Start-up attempts have been made to get shut-in wells back to production.,20461008,20.02.2026,17.07.2026
661,VISUND SØR,Development,"Visund Sør is a field in the northern part of the North Sea, 10 kilometres northeast of the Gullfaks C platform. The water depth is 290 metres. Visund Sør was discovered in 2008, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a subsea template tied to Gullfaks C. The production started in 2012.",20461008,20.02.2026,17.07.2026
662,VISUND SØR,Transport,The well stream is transported to Gullfaks C for processing and export.,20461008,20.02.2026,17.07.2026
663,VISUND SØR,Recovery strategy,The field is produced by pressure depletion.,20461008,20.02.2026,17.07.2026
664,VISUND SØR,Reservoir,Visund Sør produces oil and gas from sandstone in the Middle Jurassic Brent Group and the Upper Triassic Statfjord Group. The reservoir depth is 2800-2900 metres.,20461008,20.02.2026,17.07.2026
665,VOLUND,Recovery strategy,The field is produced with significant pressure support from the aquifer and with injection of produced water delivered from the Alvheim FPSO.,4380167,20.02.2026,17.07.2026
666,VOLUND,Reservoir,Volund produces oil from Paleocene sandstone in the Hermod Formation. The deposit is a unique injectite trap. The sand was remobilised in the early Eocene and injected into the overlying Balder Formation. The reservoir is at a depth of 2000 metres and has excellent quality.,4380167,20.02.2026,17.07.2026
667,VOLUND,Development,"Volund is a field in the North Sea, 10 kilometres south of the Alvheim field. The water depth is 120 metres. Volund was discovered in 1994, and the plan for development and operation (PDO) was approved in 2007. The field was developed with a subsea template including four horizontal subsea production wells and one injection well tied to the Alvheim production, storage and offloading vessel (FPSO). The production started in 2009. An additional subsea template was installed subsequently.",4380167,20.02.2026,17.07.2026
668,VOLUND,Status,"The recoverable volume estimates are significantly higher than in the original PDO, but the field is on decline with a high water cut.",4380167,20.02.2026,17.07.2026
669,VOLUND,Transport,"The well stream is routed by pipeline to the Alvheim FPSO. The oil is offloaded to shuttle tankers, and the associated gas is transported to the Scottish Area Gas Evacuation (SAGE) pipeline system and further to St Fergus in the UK.",4380167,20.02.2026,17.07.2026
670,VOLVE,Status,"Volve was shut down in 2016, and the facility was removed in 2018.",3420717,20.02.2026,17.07.2026
671,VOLVE,Transport,The oil was exported by tankers and the rich gas was transported to the Sleipner A facility for further export.,3420717,20.02.2026,17.07.2026
672,VOLVE,Reservoir,Volve produced oil from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir is at a depth of 2700-3100 metres. The western part of the structure is heavily faulted and communication across the faults is uncertain.,3420717,20.02.2026,17.07.2026
673,VOLVE,Recovery strategy,The field was produced with water injection for pressure support.,3420717,20.02.2026,17.07.2026
674,VOLVE,Development,"Volve is a field in the central part of the North Sea, five kilometres north of the Sleipner Øst field. The water depth is 80 metres. Volve was discovered in 1993, and the plan for development and operation (PDO) was approved in 2005. The field was developed with a jack-up processing and drilling facility. The vessel ""Navion Saga"" was used for storing stabilised oil. The production started in 2008.",3420717,20.02.2026,17.07.2026
675,YME,Transport,The oil is transported with tankers and the gas is reinjected.,43807,20.02.2026,17.07.2026
676,YME,Development,"Yme is a field in the southeastern part of the Norwegian sector of the North Sea, 130 kilometres northeast of the Ula field. The water depth is 100 metres. The field comprises two separate main structures, Gamma and Beta, which are 12 kilometres apart. Yme was discovered in 1987, and the plan for development and operation (PDO) was approved in 1995. Yme was originally developed with a jack-up drilling and production platform on the Gamma structure and a storage vessel. The Beta structure was developed with a subsea template. The production started in 1996 and ceased in 2001, because operation of the field was no longer regarded as profitable. A PDO for the redevelopment of Yme was approved in 2007. The development concept was a new mobile offshore production unit (MOPU). Due to structural deficiencies and the vast amount of outstanding work to complete the facility, it was decided to remove it from the field in 2013. The removal of the MOPU was completed in 2016. In 2018, an amended PDO for the redevelopment of Yme was approved. The PDO includes a jack-up rig equipped with drilling and production facilities installed on the Gamma structure and a subsea template on the Beta structure, as well as reuse of existing facilities on the field. The production started again in 2021.",43807,20.02.2026,17.07.2026
677,YME,Recovery strategy,The field is produced by pressure support from partial water injection and water alternating gas (WAG) injection. Some of the wells are equipped with gas lift.,43807,20.02.2026,17.07.2026
678,YME,Reservoir,"The reservoir contains oil in two separate main structures, Gamma and Beta. The structures comprise six deposits. The reservoirs are in sandstone of Middle Jurassic age in the Sandnes Formation, at a depth of 3150 metres. They are heterogeneous and have variable properties.",43807,20.02.2026,17.07.2026
